organism,ncbi,jgi,assembly,BioSample,BioProject
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_crenarchaeote_sp._SCGC_AAA288_I14,,8221,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_SCGC_AAA007_O23_TG_002_783,SAMN02440520,NA,GCA_000402075.1,SAMN02440520,PRJNA66857
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_SCGC_AAA160_J20,SAMN02746032,NA,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_SCGC_AAA799_E16,SAMN02851527,NA,GCA_000724145.1,SAMN02851527,PRJNA248336
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_SCGC_AAA799_N04,SAMN02854326,NA,GCA_000722915.1,SAMN02854326,PRJNA248337
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA007_E15,,14067,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA008_E15,,14072,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA008_G03,,14074,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA008_M21,,14075,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA008_O05,,14078,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA008_O18,,14079,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA008_P02,,14080,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_C17,,14082,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_D03,,14083,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_E09,,14085,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_G05,,14086,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_K05,,14088,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_M23,,14059,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_N23,,14061,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_O22,,14063,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_P02,,14064,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_P18,,14065,NA,NA,NA
Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_III_euryarchaeote_sp._SCGC_AAA288_E19,AQTX00000000,NA,NA,NA,NA
Archaea_Unclassfied_archaea_RBG_16_Micrarchaeota_49_10,SAMN04316252,NA,GCA_001784635.1,SAMN04316252,PRJNA288027
Archaea_Unclassfied_archaea_WOR_bin_STMZ1_77,SAMN03994190,NA,GCA_001304255.1,SAMN03994190,PRJNA270657
Archaea_Unclassified_archaea_RBG_16_Micrarchaeota_36_9,SAMN04316253,NA,GCA_001786585.1,SAMN04316253,PRJNA288027
Archaea_unclassified_archaea_SG8_8,SAMN03793022,NA,NA,NA,NA
Archaea_CP_Thorarchaeota_WOR_bin_SMTZ1_83,SAMN03998758,NA,GCA_001563325.1,SAMN03998758,PRJNA270657
Archaea_unclassified_Candidatus_Nanobsidianus_stetteri_Final_anotation_based_on_arCOG,SAMN02470757,NA,GCA_000387965.1,SAMN02470757,PRJNA189432
Archaea_uncultured_archaeon_J07ABHN6_version_2,PRJNA209890,NA,NA,NA,NA
Archaea_uncultured_halophilic_archaeon_J07ABHX64,AGCY00000000,NA,NA,NA,NA
Archaea_uncultured_halophilic_archaeon_J07ABHX67_version_2,,5851,NA,NA,NA
Bacteria_Acidobacteria_RBG_13_Acidobacteria_68_16,SAMN04313999,NA,GCA_001766905.1,SAMN04313999,PRJNA288027
Bacteria_Acidobacteria_RBG_16_Acidobacteria_64_8,SAMN04313747,NA,GCA_001766895.1,SAMN04313747,PRJNA288027
Bacteria_Acidobacteria_RBG_16_Acidobacteria_68_9,SAMN04316163,NA,GCA_001766875.1,SAMN04316163,PRJNA288027
Bacteria_Acidobacteria_RBG_16_Acidobacteria_70_10,SAMN04313695,NA,GCA_001766955.1,SAMN04313695,PRJNA288027
Bacteria_Acidobacteria_RIFCSPHIGHO2_01_FULL_Acidobacteria_67_28,SAMN04314773,NA,GCA_001766965.1,SAMN04314773,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_59_13,SAMN04315915,NA,GCA_001768595.1,SAMN04315915,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_60_20,SAMN04315982,NA,GCA_001767145.1,SAMN04315982,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_61_28,SAMN04315916,NA,GCA_001767035.1,SAMN04315916,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_65_29,SAMN04315985,NA,GCA_001767435.1,SAMN04315985,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_67_21,SAMN04315917,NA,GCA_001767195.1,SAMN04315917,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_68_18,SAMN04316049,NA,GCA_001767065.1,SAMN04316049,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_54_10,SAMN04315756,NA,GCA_001767075.1,SAMN04315756,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_59_11,SAMN04315808,NA,GCA_001767115.1,SAMN04315808,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_60_22,SAMN04316116,NA,GCA_001767445.1,SAMN04316116,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_65_11,SAMN04315864,NA,GCA_001767495.1,SAMN04315864,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_66_10,SAMN04315757,NA,GCA_001767135.1,SAMN04315757,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_66_21,SAMN04315809,NA,GCA_001767455.1,SAMN04315809,PRJNA288027
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_67_14b,SAMN04316117,NA,GCA_001768615.1,SAMN04316117,PRJNA288027
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Acidimicrobium_ferrooxidans_DSM_10331,NC_013124,NA,GCA_000023265.1,SAMN02598466,PRJNA29525
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Ferrimicrobium_acidiphilum_DSM_19497,NZ_JQKF00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Ilumatobacter_coccineum_YM16_304,NC_020520,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinobaculum_schaalii_CCUG_27420,NZ_CP008802,NA,GCA_000724605.1,SAMN02900471,PRJNA247940
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinomyces_naeslundii_Howell_279_ATCC_12104,NZ_ALJK00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinomyces_sp._oral_taxon_170_str._F0386,SAMN00189093,NA,GCA_000195595.1,SAMN00189093,PRJNA48493
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Arcanobacterium_haemolyticum_DSM_20595,NC_014218,NA,GCA_000092365.1,SAMN02598519,PRJNA37925
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_MobiluncusFalcivibrio_group_Mobiluncus_curtisii_ATCC_43063,NC_014246,NA,GCA_000196535.1,SAMN00001505,PRJNA31519
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Trueperella_pyogenes_TP6375,NZ_CP007519,NA,GCA_000612055.1,SAMN02689492,PRJNA241373
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Varibaculum_cambriense_DSM_15806,NZ_ATUF00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinopolysporineae_Actinopolysporaceae_Actinopolyspora_mortivallis_HS_1_DSM_44261,NZ_AQZN00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Catenulisporineae_Actinospicaceae_Actinospica_robiniae_DSM_44927,NZ_AZAN00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Catenulisporineae_Catenulisporaceae_Catenulispora_acidiphila_DSM_44928,NC_013131,NA,GCA_000024025.1,SAMN02598445,PRJNA21085
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Corynebacteriaceae_Corynebacterium_argentoratense_DSM_44202,NC_022198,NA,GCA_000590555.1,SAMN02603032,PRJNA209048
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Dietziaceae_Dietzia_cinnamea_P4_contig00104,NZ_AEKG00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Mycobacteriaceae_Amycolicicoccus_subflavus_DQS3_9A1,NC_015564,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Mycobacteriaceae_Mycobacterium_abscessus_bolletii_50594,PRJNA191917,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Nocardiaceae_Nocardia_brasiliensis_ATCC_700358,SAMN02603853,NA,GCA_000250675.3,SAMN02603853,PRJNA81085
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Nocardiaceae_Rhodococcus_sp._BCP1,NZ_CM002177,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Nocardiaceae_Smaragdicoccus_niigatensis_DSM_44881,NZ_AQXZ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Segniliparaceae_Segniliparus_rotundus_DSM_44985,NC_014168,NA,GCA_000092825.1,SAMN02598516,PRJNA37711
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Tsukamurellaceae_Tsukamurella_paurometabola_DSM_20162,NC_014158,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Acidothermaceae_Acidothermus_cellulolyticus_11B,NC_008578,NA,GCA_000015025.1,SAMN02598358,PRJNA16097
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Cryptosporangiaceae_Cryptosporangium_arvum_YU_629_21_DSM_44712,NZ_JFBT00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Frankiaceae_Frankia_alni_ACN14a,NC_008278,NA,GCA_000058485.1,SAMEA3138259,PRJNA17403
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Geodermatophilaceae_Blastococcus_saxobsidens_DD2,NC_016943,NA,GCA_000284015.1,SAMEA2272314,PRJEA82915
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Geodermatophilaceae_Geodermatophilus_obscurus_DSM_43160,NC_013757,NA,GCA_000025345.1,SAMN00002612,PRJNA29547
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Nakamurellaceae_Nakamurella_multipartita_DSM_44233,NC_013235,NA,GCA_000024365.1,SAMN02598467,PRJNA29537
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Sporichthyaceae_Sporichthya_polymorpha_DSM_43042,NZ_AQZX00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Glycomyces_arizonensis_DSM_44726,NZ_AXWO00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Haloglycomyces_albus_DSM_45210,NZ_AZUQ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Stackebrandtia_nassauensis_DSM_44728,NC_013947,NA,GCA_000024545.1,SAMN02598427,PRJNA19713
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Kineosporiineae_Kineosporiaceae_Kineococcus_radiotolerans_SRS30216,NC_009664,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Beutenbergiaceae_Beutenbergia_cavernae_DSM_12333,NC_012669,NA,GCA_000023105.1,SAMN02598436,PRJNA20827
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Bogoriellaceae_Georgenia_sp._SUBG003,NZ_JNFL00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Brevibacteriaceae_Brevibacterium_linens_BL2,NZ_AAGP00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Actinotalea_ferrariae_CF5_4,NZ_AXCW00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Cellulomonas_flavigena_DSM_20109,NC_014151,NA,GCA_000092865.1,SAMN02598424,PRJNA19707
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Paraoerskovia_marina_DSM_21750,NZ_JNIY00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermabacteraceae_Brachybacterium_faecium_DSM_4810,NC_013172,NA,GCA_000023405.1,SAMN00002685,PRJNA17026
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermabacteraceae_Dermabacter_sp._HFH0086,NZ_ATFO00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Demetria_terragena_DSM_11295,NZ_AQXW00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Dermacoccus_nishinomiyaensis_M25,NZ_CP008889.,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Kytococcus_sedentarius_DSM_20547,NC_013169,NA,GCA_000023925.1,SAMN02598443,PRJNA21067
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Austwickia_chelonae_NBRC_105200,NZ_BAGZ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Dermatophilus_congolensis_DSM_44180,NZ_AUCS00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Kineosphaera_limosa_NBRC_100340,NZ_BAHD00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Mobilicoccus_pelagius_NBRC_104925,NZ_BAFE00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Arsenicicoccus_bolidensis_DSM_15745,NZ_AUFG00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Intrasporangium_calvum_DSM_43043,NC_014830,NA,GCA_000184685.1,SAMN00713569,PRJNA43527
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Janibacter_sp._HTCC2649,SAMN00622971,NA,GCA_000152705.1,SAMN00622971,PRJNA13546
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Ornithinimicrobium_pekingense_DSM_21552,NZ_ATWJ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Serinicoccus_marinus_MCCC_1A05965,NZ_AFYF00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Terracoccus_sp._273MFTsu3.1,NZ_ARTT00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Tetrasphaera_elongata_DSM_14184,NZ_CAIZ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Jonesiaceae_Jonesia_denitrificans_DSM_20603,NC_013174,NA,GCA_000024065.1,SAMN02598439,PRJNA20833
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Agrococcus_lahaulensis_DSM_17612,NZ_AULD00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Agromyces_subbeticus_DSM_16689,NZ_ATXG00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382,NC_010407,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Cryobacterium_sp._MLB_32,NZ_JPRS00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Cryocola_sp._340MFSha3.1,NZ_ARTB00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_flaccumfaciens_UCD_AKU,NZ_APJN00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_ginsengisoli_DSM_22003,NZ_AULK00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_sp._9128,SAMN04490367,NA,GCA_900086645.1,SAMN04490367,PRJEB12809
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Glaciibacter_superstes_DSM_21135,NZ_ATWH00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Gulosibacter_molinativorax_DSM_13485,NZ_AUDX00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Herbiconiux_sp._YR403,NZ_JUGL00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Humibacter_albus_DSM_18994,NZ_ATXT00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Leifsonia_xyli_xyli_CTCB07,NC_006087,NA,GCA_000007665.1,SAMN02603772,PRJNA212
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Leucobacter_chromiiresistens_JG_31,NZ_AGCW00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Microbacterium_paraoxydans_DH1b,NZ_AYME00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Rathayibacter_toxicus_DSM_7488,NZ_AUDF00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Salinibacterium_amurskyense_PAMC_21357,NZ_AHWA00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Acaricomes_phytoseiuli_DSM_14247,NZ_AQXM00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Arthrobacter_phenanthrenivorans_Sphe3,NC_015145,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Citricoccus_sp._CH26A,NZ_AFXQ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Kocuria_rhizophila_DC2201,NC_010617,NA,GCA_000010285.1,SAMD00060935,PRJDA27833
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Micrococcus_luteus_NCTC_2665,NC_012803,NA,GCA_000023205.1,SAMN00000281,PRJNA20655
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Nesterenkonia_alba_DSM_19423,NZ_ATXP00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Renibacterium_salmoninarum_ATCC_33209,NC_010168,NA,GCA_000018885.1,SAMN02603684,PRJNA19227
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Cellulosimicrobium_cellulans_J36_ICCI,NZ_JAGJ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Isoptericola_variabilis_225,NC_015588,NA,GCA_000215105.1,SAMN00713634,PRJNA49657
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Promicromonospora_kroppenstedtii_RS16_DSM_19349,NZ_AZXR00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Xylanimonas_cellulosilytica_DSM_15894,NC_013530,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Sanguibacteraceae_Sanguibacter_keddieii_DSM_10542,NC_013521,NA,GCA_000024925.1,SAMN02598426,PRJNA19711
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_unclassified_Micrococcineae_Ruania_albidiflava_DSM_18029,NZ_ATWL00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Yaniellaceae_Yaniella_halotolerans_DSM_15476,NZ_ATVQ00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Actinoplanes_missouriensis_NBRC_102363,NC_017093,NA,GCA_000284295.1,SAMD00060941,PRJDA29027
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Catelliglobosispora_koreensis_DSM_44566,NZ_ARBL00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Hamadaea_tsunoensis_DSM_44101,NZ_AUAX00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Longispora_albida_DSM_44784,NZ_ARBS00000000,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Micromonospora_sp._L5,NC_014815,NA,GCA_000177655.2,SAMN00008473,PRJNA38291
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Micromonosporaceae_bacterium_URHE0070,SAMN02745892,NA,NA,NA,NA
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Salinispora_arenicola_CNS_205,NC_009953,NA,GCA_000018265.1,SAMN02598378,PRJNA17109
