ORGANISM,NCBI GENOME ACCESSION,JGI IMG SUBMISSION ID
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_65_29,SAMN04315985,
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_67_21,SAMN04315917,
Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_68_18,SAMN04316049,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_54_10,SAMN04315756,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_59_11,SAMN04315808,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_60_22,SAMN04316116,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_65_11,SAMN04315864,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_66_10,SAMN04315757,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_66_21,SAMN04315809,
Bacteria_Acidobacteria_RIFCSPLOWO2_12_FULL_Acidobacteria_67_14b,SAMN04316117,
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Acidimicrobium_ferrooxidans_DSM_10331,NC_013124,
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Ferrimicrobium_acidiphilum_DSM_19497,NZ_JQKF00000000,
Bacteria_Actinobacteria_Actinobacteria_Acidimicrobidae_Acidimicrobiales_Acidimicrobineae_Acidimicrobiaceae_Ilumatobacter_coccineum_YM16_304,NC_020520,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinobaculum_schaalii_CCUG_27420,NZ_CP008802,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinomyces_naeslundii_Howell_279_ATCC_12104,NZ_ALJK00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Actinomyces_sp._oral_taxon_170_str._F0386,SAMN00189093,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Arcanobacterium_haemolyticum_DSM_20595,NC_014218,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_MobiluncusFalcivibrio_group_Mobiluncus_curtisii_ATCC_43063,NC_014246,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Trueperella_pyogenes_TP6375,NZ_CP007519,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinomycineae_Actinomycetaceae_Varibaculum_cambriense_DSM_15806,NZ_ATUF00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Actinopolysporineae_Actinopolysporaceae_Actinopolyspora_mortivallis_HS_1_DSM_44261,NZ_AQZN00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Catenulisporineae_Actinospicaceae_Actinospica_robiniae_DSM_44927,NZ_AZAN00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Catenulisporineae_Catenulisporaceae_Catenulispora_acidiphila_DSM_44928,NC_013131,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Corynebacteriaceae_Corynebacterium_argentoratense_DSM_44202,NC_022198,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Dietziaceae_Dietzia_cinnamea_P4_contig00104,NZ_AEKG00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Mycobacteriaceae_Amycolicicoccus_subflavus_DQS3_9A1,NC_015564,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Mycobacteriaceae_Mycobacterium_abscessus_bolletii_50594,PRJNA191917,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Nocardiaceae_Nocardia_brasiliensis_ATCC_700358,SAMN02603853,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Nocardiaceae_Rhodococcus_sp._BCP1,NZ_CM002177,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Nocardiaceae_Smaragdicoccus_niigatensis_DSM_44881,NZ_AQXZ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Segniliparaceae_Segniliparus_rotundus_DSM_44985,NC_014168,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Tsukamurellaceae_Tsukamurella_paurometabola_DSM_20162,NC_014158,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Acidothermaceae_Acidothermus_cellulolyticus_11B,NC_008578,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Cryptosporangiaceae_Cryptosporangium_arvum_YU_629_21_DSM_44712,NZ_JFBT00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Frankiaceae_Frankia_alni_ACN14a,NC_008278,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Geodermatophilaceae_Blastococcus_saxobsidens_DD2,NC_016943,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Geodermatophilaceae_Geodermatophilus_obscurus_DSM_43160,NC_013757,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Nakamurellaceae_Nakamurella_multipartita_DSM_44233,NC_013235,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Frankineae_Sporichthyaceae_Sporichthya_polymorpha_DSM_43042,NZ_AQZX00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Glycomyces_arizonensis_DSM_44726,NZ_AXWO00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Haloglycomyces_albus_DSM_45210,NZ_AZUQ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Glycomycineae_Glycomycetaceae_Stackebrandtia_nassauensis_DSM_44728,NC_013947,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Kineosporiineae_Kineosporiaceae_Kineococcus_radiotolerans_SRS30216,NC_009664,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Beutenbergiaceae_Beutenbergia_cavernae_DSM_12333,NC_012669,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Bogoriellaceae_Georgenia_sp._SUBG003,NZ_JNFL00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Brevibacteriaceae_Brevibacterium_linens_BL2,NZ_AAGP00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Actinotalea_ferrariae_CF5_4,NZ_AXCW00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Cellulomonas_flavigena_DSM_20109,NC_014151,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Paraoerskovia_marina_DSM_21750,NZ_JNIY00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermabacteraceae_Brachybacterium_faecium_DSM_4810,NC_013172,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermabacteraceae_Dermabacter_sp._HFH0086,NZ_ATFO00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Demetria_terragena_DSM_11295,NZ_AQXW00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Dermacoccus_nishinomiyaensis_M25,NZ_CP008889.,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermacoccaceae_Kytococcus_sedentarius_DSM_20547,NC_013169,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Austwickia_chelonae_NBRC_105200,NZ_BAGZ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Dermatophilus_congolensis_DSM_44180,NZ_AUCS00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Kineosphaera_limosa_NBRC_100340,NZ_BAHD00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Dermatophilaceae_Mobilicoccus_pelagius_NBRC_104925,NZ_BAFE00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Arsenicicoccus_bolidensis_DSM_15745,NZ_AUFG00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Intrasporangium_calvum_DSM_43043,NC_014830,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Janibacter_sp._HTCC2649,SAMN00622971,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Ornithinimicrobium_pekingense_DSM_21552,NZ_ATWJ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Serinicoccus_marinus_MCCC_1A05965,NZ_AFYF00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Terracoccus_sp._273MFTsu3.1,NZ_ARTT00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Tetrasphaera_elongata_DSM_14184,NZ_CAIZ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Jonesiaceae_Jonesia_denitrificans_DSM_20603,NC_013174,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Agrococcus_lahaulensis_DSM_17612,NZ_AULD00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Agromyces_subbeticus_DSM_16689,NZ_ATXG00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382,NC_010407,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Cryobacterium_sp._MLB_32,NZ_JPRS00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Cryocola_sp._340MFSha3.1,NZ_ARTB00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_flaccumfaciens_UCD_AKU,NZ_APJN00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_ginsengisoli_DSM_22003,NZ_AULK00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Curtobacterium_sp._9128,SAMN04490367,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Glaciibacter_superstes_DSM_21135,NZ_ATWH00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Gulosibacter_molinativorax_DSM_13485,NZ_AUDX00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Herbiconiux_sp._YR403,NZ_JUGL00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Humibacter_albus_DSM_18994,NZ_ATXT00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Leifsonia_xyli_xyli_CTCB07,NC_006087,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Leucobacter_chromiiresistens_JG_31,NZ_AGCW00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Microbacterium_paraoxydans_DH1b,NZ_AYME00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Rathayibacter_toxicus_DSM_7488,NZ_AUDF00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Salinibacterium_amurskyense_PAMC_21357,NZ_AHWA00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Acaricomes_phytoseiuli_DSM_14247,NZ_AQXM00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Arthrobacter_phenanthrenivorans_Sphe3,NC_015145,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Citricoccus_sp._CH26A,NZ_AFXQ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Kocuria_rhizophila_DC2201,NC_010617,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Micrococcus_luteus_NCTC_2665,NC_012803,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Nesterenkonia_alba_DSM_19423,NZ_ATXP00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Renibacterium_salmoninarum_ATCC_33209,NC_010168,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Cellulosimicrobium_cellulans_J36_ICCI,NZ_JAGJ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Isoptericola_variabilis_225,NC_015588,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Promicromonospora_kroppenstedtii_RS16_DSM_19349,NZ_AZXR00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Promicromonosporaceae_Xylanimonas_cellulosilytica_DSM_15894,NC_013530,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Sanguibacteraceae_Sanguibacter_keddieii_DSM_10542,NC_013521,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_unclassified_Micrococcineae_Ruania_albidiflava_DSM_18029,NZ_ATWL00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Yaniellaceae_Yaniella_halotolerans_DSM_15476,NZ_ATVQ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Actinoplanes_missouriensis_NBRC_102363,NC_017093,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Catelliglobosispora_koreensis_DSM_44566,NZ_ARBL00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Hamadaea_tsunoensis_DSM_44101,NZ_AUAX00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Longispora_albida_DSM_44784,NZ_ARBS00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Micromonospora_sp._L5,NC_014815,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Micromonosporaceae_bacterium_URHE0070,SAMN02745892,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Salinispora_arenicola_CNS_205,NC_009953,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Verrucosispora_maris_AB_18_032,NC_015434,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Actinopolymorpha_alba_DSM_45243,NZ_AREV00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Aeromicrobium_marinum_DSM_15272,NZ_CM001024,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Kribbella_flavida_DSM_17836,NC_013729,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Marmoricola_sp._URHB0036,SAMN02440636,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Nocardioidaceae_bacterium_Broad_1_cont1.61,NZ_ADVI00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Nocardioides_sp._JS614,NC_008699,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Nocardioidaceae_Propionicicella_superfundia_DSM_22317,NZ_AUIA00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Aestuariimicrobium_kwangyangense_DSM_21549,NZ_ATXE00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Microlunatus_phosphovorus_NM_1,NC_015635,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Propionibacterium_acnes_KPA171202,NC_006085,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Propionimicrobium_lymphophilum_DSM_4903,SAMN02441171,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Actinoalloteichus_cyanogriseus_DSM_43889,NZ_AUBJ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Actinokineospora_inagensis_DSM_44258,NZ_AXWW00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Actinomycetospora_chiangmaiensis_DSM_45062,NZ_ARBI00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Actinosynnema_mirum_DSM_43827,NC_013093,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Amycolatopsis_mediterranei_RB,NC_022116,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Jiangella_gansuensis_YIM_002_DSM_44835,NZ_AZXT00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Kutzneria_albida_DSM_43870,NZ_CP007155,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Prauserella_rugosa_DSM_43194,NZ_JOIJ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Pseudonocardia_dioxanivorans_CB1190,NC_015312,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharomonospora_viridis_DSM_43017,NC_013159,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharopolyspora_erythraea_NRRL_2338,NC_009142,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharothrix_espanaensis_DSM_44229,NC_019673,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Sciscionella_marina_DSM_45152,NZ_ARAX00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Thermobispora_bispora_DSM_43833,NC_014165,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Thermocrispum_agreste_DSM_44070,NZ_ATYX00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Kitasatospora_setae_KM_6054_NBRC_14216,NC_016109,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptacidiphilus_oryzae_TH49,NZ_JQMQ00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptomyces_coelicolor_A32,NC_003888,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptomycetaceae_bacterium_MP113_05,NZ_AWQV00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Nocardiopsaceae_Marinactinospora_thermotolerans_DSM_45154,SAMN02745673,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Nocardiopsaceae_Nocardiopsis_alba_ATCC_BAA_2165,NC_018524,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Nocardiopsaceae_Thermobifida_fusca_YX,NC_007333,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Microbispora_sp._ATCC_PTA_5024,SAMN02597373,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Nonomuraea_coxensis_DSM_45129,NZ_ARBV00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Streptosporangium_roseum_DSM_43021,NC_013595,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Thermomonosporaceae_Actinomadura_madurae_LIID_AJ290,NZ_AWOO00000000,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Thermomonosporaceae_Thermomonospora_curvata_DSM_43183,NC_013510,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Alloscardovia_omnicolens_DSM_21503,SAMN02441248,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_animalis_animalis_ATCC_25527,NC_017834,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Gardnerella_vaginalis_409_05,NC_013721,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Parascardovia_denticolens_DSM_10105_Contig1484,NZ_CM001148,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Scardovia_inopinata_F0304_genomic_scaffold_supercont1.1,SAMN02463832,
Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_unclassified_Bifidobacteriales_Turicella_otitidis_ATCC_51513,NZ_AHAE00000000,
