SRA Experiment Accession,Experiment Title,Instrument Model,Library Layout,Library Source,Sample Attribute,Study Accession,Study Title,Submission Center,Submission Date,Submission Lab,Taxon Id,Updated Date,Nucleotide Count,Read Count,Assembly L50,Assembly N50,CLC Bubble Size,CLC Word Size,Mapped Reads (%),Assembled Bases,Assembled Contigs,Assembled Scaffolds,MetaBAT Bins,MetaBAT Preset,Near-complete Genomes,Medium-quality Genomes,Partial Genomes,Archaeal Genomes,Archaeal PD,Archaeal PG,Bacterial Genomes,Bacterial PD,Bacterial PG
ERX291765,Marine metagenome HiSeq 2000 Simple ou Paire,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 0;,METAGENOMIC,ENA-CHECKLIST: ERC000011,ERP003628,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for protist,GSC,None,The Genoscope center,408172,11/21/14,6509682072,60274834,667,3700,50,24,14.83,8316353,3496,2265,1,superspecific,0,0,0,0,0,0,0,0,0
ERX291766,Illumina Genome Analyzer IIx paired end sequencing; Marine metagenome.,Illumina Genome Analyzer IIx,PAIRED - NOMINAL_LENGTH: 0;,METAGENOMIC,Failed to decode,ERP001736,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,The Genoscope center,408172,8/20/15,15892936467,156727242,10279,4614,50,24,69.94,193600191,83218,44320,54,superspecific,0,1,0,0,0,0,0,0,0
ERX291769,Illumina Genome Analyzer IIx paired end sequencing; Marine metagenome.,Illumina Genome Analyzer IIx,PAIRED - NOMINAL_LENGTH: 0;,METAGENOMIC,Failed to decode,ERP001736,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,The Genoscope center,408172,8/20/15,16106127837,158919166,10356,4714,50,25,71.25,201871532,89152,45670,54,veryspecific,0,0,0,0,0,0,0,0,0
ERX386637,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.933746: DD || geographic location (longitude): -130.013428: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,864000000,8000000,269,6523,50,22,43.83,6712363,1742,1295,4,superspecific,0,1,0,0,0,0,1,0.00%,0.00%
ERX386639,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.933746: DD || geographic location (longitude): -130.013428: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,808000000,8000000,242,7303,50,22,44.43,6887023,1784,1271,4,superspecific,0,1,0,0,0,0,1,0.00%,0.00%
ERX386640,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.933746: DD || geographic location (longitude): -130.013428: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,808000000,8000000,264,6355,50,22,43.48,6669947,1810,1285,5,veryspecific,0,1,0,0,0,0,1,0.00%,0.00%
ERX386647,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.943716: DD || geographic location (longitude): -129.985163: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,637183548,6308748,388,3382,50,22,19.18,3842592,1410,1144,3,superspecific,0,0,0,0,0,0,0,0,0
ERX386650,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.933251: DD || geographic location (longitude): -130.01379: DD |,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,350038152,3241094,61,5812,50,21,30.46,1204357,427,248,1,superspecific,0,0,0,0,0,0,0,0,0
ERX386651,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.933251: DD || geographic location (longitude): -130.01379: DD |,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,499456716,4945116,87,4933,50,21,33.75,1571389,612,360,1,superspecific,0,0,0,0,0,0,0,0,0
ERX386656,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.922741: DD || geographic location (longitude): -129.988104: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,864000000,8000000,363,4069,50,22,34.54,5074021,2228,1281,3,verysensitive,0,0,0,0,0,0,0,0,0
ERX386657,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.922741: DD || geographic location (longitude): -129.988104: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,864000000,8000000,350,4112,50,22,35.06,5020433,2201,1281,4,superspecific,0,0,0,0,0,0,0,0,0
ERX386659,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.922741: DD || geographic location (longitude): -129.988104: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,808000000,8000000,366,4064,50,22,36.23,5165574,2277,1312,4,superspecific,0,0,0,0,0,0,0,0,0
ERX386660,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.922741: DD || geographic location (longitude): -129.988104: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,808000000,8000000,355,3954,50,22,36.02,4980058,2188,1275,5,superspecific,0,1,0,0,0,0,1,0.00%,0.00%
ERX386661,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,investigation type: metagenome || project name: Axial || sequencing method: Illumina Hi Seq || collection date: 2011/2012 || environmental package: water || geographic location (latitude): 45.922741: DD || geographic location (longitude): -129.988104: DD ,ERP004692,"Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount, 2011-2012",MBL,None,Josephine Bay Paul Center,256318,8/21/15,470027134,4653734,321,3997,50,21,33.37,4142633,1779,1083,4,superspecific,0,0,0,0,0,0,0,0,0
ERX438742,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 100;,METAGENOMIC,ENA-CHECKLIST: ERC000011,ERP005507,"metagenomics of medieval human remains from Sardinaia, Italy",WARWICK UNIVERSITY,None,None,256318,8/21/15,5544080422,40195558,1472,4009,50,<missing>,12.49,24064291,5979,5973,15,superspecific,0,0,1,1,0.00%,0.10%,0,0,0
ERX442545,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 350;,METAGENOMIC,investigation type: metagenome || project name: Antibiotic resistance in the external environment || sequencing method: Illumina HiSeq 2000 || collection date: 2008-03 || perturbation: pharmaceutical pollution || environmental package: sediment || geograp,ERP005569,Shotgun metagenomics reveals a wide array of antibiotic resistance genes and mobile elements in a polluted lake in India,UNIVERSITY OF GOTHENBURG,None,Institute of Biomedicine,749907,8/21/15,6760250574,66933174,2619,4944,50,<missing>,57.98,50313097,11791,11062,28,superspecific,1,1,0,1,0.00%,0.04%,1,0.00%,0.02%
ERX442546,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 350;,METAGENOMIC,investigation type: metagenome || project name: Antibiotic resistance in the external environment || sequencing method: Illumina HiSeq 2000 || collection date: 2008-03 || perturbation || environmental package: sediment || geographic location (latitude): 6,ERP005569,Shotgun metagenomics reveals a wide array of antibiotic resistance genes and mobile elements in a polluted lake in India,UNIVERSITY OF GOTHENBURG,None,Institute of Biomedicine,749907,8/21/15,14033809812,138948612,5691,4188,50,<missing>,24.58,89489585,24311,22045,51,superspecific,0,1,1,1,0.00%,0.04%,1,0.00%,0.02%
ERX446932,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 500;,GENOMIC,investigation type: metagenome || project name: ASS Lime injection || sequencing method: Illumina || collection date: 31/01/2013 || environmental package: soil || geographic location (latitude): -35.10536088: DD || geographic location (longitude): 139.272,ERP005594,Lime was injected to acid sulfate soils with aim to balance the acidity. The indigenous microbial communities before and after injection were investigated.,CSIRO,None,Land and Water,410658,8/21/15,1565649244,6553124,1329,4104,50,<missing>,31.89,20948013,5292,5228,9,superspecific,0,0,0,0,0,0,0,0,0
ERX446935,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 500;,GENOMIC,investigation type: metagenome || project name: ASS Lime injection || sequencing method: Illumina || collection date: 31/01/2013 || environmental package: soil || geographic location (latitude): -35.10537036: DD || geographic location (longitude): 139.272,ERP005594,Lime was injected to acid sulfate soils with aim to balance the acidity. The indigenous microbial communities before and after injection were investigated.,CSIRO,None,Land and Water,410658,8/21/15,1334930052,5366058,1865,3879,50,<missing>,40.9,25916090,6769,6714,14,superspecific,0,1,0,0,0,0,1,0.00%,0.01%
ERX446938,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 500;,GENOMIC,investigation type: metagenome || project name: ASS Lime injection || sequencing method: Illumina || collection date: 31/01/2013 || environmental package: soil || geographic location (latitude): -35.10537036: DD || geographic location (longitude): 139.272,ERP005594,Lime was injected to acid sulfate soils with aim to balance the acidity. The indigenous microbial communities before and after injection were investigated.,CSIRO,None,Land and Water,410658,8/21/15,653652664,2819120,1043,3367,50,<missing>,23.96,10633866,3178,3160,7,superspecific,0,0,0,0,0,0,0,0,0
ERX446941,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 500;,GENOMIC,investigation type: metagenome || project name: ASS lime injection || sequencing method: Illumina Miseq || collection date: 01/02/2013 || environmental package: soil || geographic location (latitude): -35.10687009: DD || geographic location (longitude): 1,ERP005607,ASS lime injection - injection site,CSIRO,None,Land and Water,410658,8/21/15,508287818,2039190,165,3219,50,<missing>,6.87,1532240,476,476,1,superspecific,0,0,0,0,0,0,0,0,0
ERX446942,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 500;,GENOMIC,investigation type: metagenome || project name: ASS lime injection || sequencing method: Illumina Miseq || collection date: 01/02/2013 || environmental package: soil || geographic location (latitude): -35.10684321: DD || geographic location (longitude): 1,ERP005607,ASS lime injection - injection site,CSIRO,None,Land and Water,410658,8/21/15,1410450686,5707088,1102,3638,50,<missing>,20.27,12842891,3594,3573,4,superspecific,0,0,0,0,0,0,0,0,0
ERX490830,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 300;,METAGENOMIC,investigation type: metagenome || project name: metagenome_wastewater || sequencing method: Illumina || collection date: 2012-03-01 || environmental package: wastewater/sludge || geographic location (latitude): 31.9194390: DD || geographic location (longi,ERP005999,Analysis of metagenome in a full scale tannery wastewater treatment,KMU,None,Lab of Environmental Biotechnology,527639,8/21/15,856761618,5673918,481,5787,50,<missing>,27.07,10365490,2128,2113,6,superspecific,0,1,0,0,0,0,1,0.00%,0.01%
ERX490831,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 300;,METAGENOMIC,investigation type: metagenome || project name: metagenome_wastewater || sequencing method: Illumina || collection date: 2012-03-01 || environmental package: wastewater/sludge || geographic location (latitude): 31.9194390: DD || geographic location (longi,ERP005999,Analysis of metagenome in a full scale tannery wastewater treatment,KMU,None,Lab of Environmental Biotechnology,527639,8/21/15,743814826,4925926,169,4735,50,<missing>,11.3,2537672,603,603,1,superspecific,0,0,0,0,0,0,0,0,0
ERX490834,Illumina MiSeq paired end sequencing,Illumina MiSeq,PAIRED - NOMINAL_LENGTH: 300;,METAGENOMIC,investigation type: metagenome || project name: metagenome_wastewater || sequencing method: Illumina || collection date: 2012-03-01 || environmental package: wastewater/sludge || geographic location (latitude): 31.9194390: DD || geographic location (longi,ERP005999,Analysis of metagenome in a full scale tannery wastewater treatment,KMU,None,Lab of Environmental Biotechnology,527639,8/21/15,546983004,3622404,99,14687,50,<missing>,22.28,5076121,756,685,3,superspecific,0,1,0,0,0,0,1,0.00%,0.01%
ERX552238,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 175;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,30605365717,305930738,11102,4489,50,25,68.12,209898288,80523,48517,87,superspecific,3,5,1,2,0.76%,0.00%,3,0.22%,0.00%
ERX552239,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 165;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,30655738825,306812936,12049,5050,50,25,69.36,276157725,97429,59140,106,superspecific,4,9,0,2,1.55%,0.00%,8,0.39%,0.01%
ERX552240,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 184;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,21048737744,208403344,10308,4497,50,25,72.04,180038393,74898,42138,101,superspecific,1,0,0,0,0,0,1,0.00%,0.00%
ERX552241,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 173;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,29947673825,299392980,9627,4559,50,25,69.29,191997491,77102,43830,74,superspecific,5,5,1,4,1.34%,0.00%,3,0.21%,0.00%
ERX552242,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 180;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,27113036296,273102530,8133,4384,50,25,55.8,149085646,61725,34915,61,veryspecific,0,5,0,0,0,0,3,0.17%,0.01%
ERX552243,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 172;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,32413870767,324054998,15509,5606,50,25,76.28,398135899,143179,80349,132,superspecific,2,8,2,3,1.80%,0.00%,8,0.45%,0.08%
ERX552244,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 178;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,34573331008,342310208,11650,4386,50,25,64.89,203207866,92988,47938,89,superspecific,1,1,2,1,0.00%,0.00%,1,0.00%,0.00%
ERX552245,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 172;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,18314899640,181335640,7284,4335,50,25,63.56,131850321,51061,31103,68,superspecific,2,1,0,0,0,0,2,0.18%,0.00%
ERX552246,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 179;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,16477574906,163144306,2236,8017,50,25,67.59,115305123,31731,19380,56,superspecific,7,5,0,0,0,0,7,0.31%,0.00%
ERX552249,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 165;,METAGENOMIC,Failed to decode,ERP001737,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,GSC,None,None,408172,8/21/15,38545099264,393280108,14009,5453,50,25,72.03,350645508,118232,71715,110,veryspecific,7,5,0,3,0.81%,0.00%,5,0.32%,0.00%
